"CEREAL","BAKEPROD","MEATS","DAIRY","FRSHFRUT","FRSHVEG","PROCFRUT","PROCVEG","SWEETS","NONALBEV","OILS","MISCFOOD","ALCBEV","SMOKSUPP","PET_FOOD","PERSPROD","DRUGSUPP","HOUSKEEP","AGE_REF","BLS_URBN","FAM_SIZE","FAM_TYPE","RACE_REF","HISP_REF"
1.99,5.98,48.19,21.48,11.56,14.54,0,7.97,0,6.5,5.99,23.73,20.29,0,2.98,0,1.99,0,57,1,2,1,1,2
0,0,0,0,0,0,0,0,0,14.16,0,0,0,0,0,0,0,5.17,68,1,1,4,2,2
0,7.98,6.84,12.98,0,0,0,0,0,6.04,0,0,0,0,19.98,0,11.98,150.52176,68,1,1,4,2,2
6.1,0,10.18,20.12,0,31.5,0.86877,1.16123,4.07,0.81,9.57,13.9,0,0,0,0,0,0,18,1,4,5,1,1
9.16,0,0,67.24,6.06,32.22,0,0,3.24,2.34,6.72,20.8,0,0,0,5.86,0,19.54,18,1,4,5,1,1
0,11.31223,13.03853,5.91136,3.16984,3.69556,3.69798,0,0,10.58108,0,37.85344,0,0,0,0,16.44861,0,79,1,2,1,1,2
3.04666,18.09907,0,12.15324,11.70136,3.24318,0,12.38481,3.06436,17.26519,0,2.18212,0,0,0,11.41,0,14.4,79,1,2,1,1,2
2.98,15.68,44.56,16.65,4.57,0.86,3.48,1.98,17.68,18.69,6.12,55.34,0,0,0,0,5.84,22.65,40,1,6,2,1,2
2.39,0,16.8,0,0,0,0,2.49,0,0,0,0,0,0,0,0,0,0,40,1,6,2,1,2
0,5.69,10.49,11.36,1.86,4.72,0,0,0,0,0,14.95,0,0,58.06,0,0,0,37,1,3,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,16.12626,0,0,0,0,0,37,1,3,2,1,2
2.99,32.22,56.54,34.32,12.92,23.88,0,0,0,25.97,12.18,49.98,12.51,0,0,0,0,27.01,67,1,2,1,1,2
0,6.78,33.53,15.44,11.93,23.15,6.99,0,2.99,23.95,0,22.42,0,0,0,0,0,65.56,67,1,2,1,1,2
23.58643,12.67545,49.06344,11.22762,9.64478,9.8758,3.78063,9.33455,3.15225,21.08738,10.08479,16.73688,0,10.26948,0,6.77565,12.14404,33.93,42,1,7,5,1,2
20.86406,43.16118,79.68714,37.33869,20.08079,19.16582,12.08008,22.47126,7.33188,32.43784,15.23714,47.25411,0,0,0,0,0,0,42,1,7,5,1,2
7.58,2.5,0,9.97,4.08,0,15.78,0,5.48,3.52,0,42.53,0,0,0,0,3.99,6.93,62,1,1,4,1,2
3.99,5.65,0,6.3,8.08,5.69,4.69,0,0,0,0,44.73,16.04,10.69,0,5.86,0,0,62,1,1,4,1,2
8.36,13.23,26.83,14.06,1.27,10,4.26,9.32,2.99,4.5,6.68,81.67,6.58,30.58,0,36.79,97.11,13.69,45,2,2,1,1,2
8.48,13.47,15.76,14.46,4.61,15.46,0,5.98,0,0,3.19,22.46,0,32.12,0,0,9.18,3.17,45,2,2,1,1,2
0,0,0,3.25,0,0,0,0,0,0,0,10.44,0,0,0,0,0,0,22,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,10.44,0,0,0,0,0,0,22,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,1,1,4,1,2
12.98,22.88,106.77,22.67,27.04051,23.99827,21.30733,0,2.22874,35.5,21.45754,150.16761,36.53,0,14.99,0,50.76,17.5,30,1,3,2,1,2
0,10.2,2.5,13.2,0,7.45,0,0,15.58,11.43,0,47.97,25.97,0,42.3,112.11,11.51,62.64,30,1,3,2,1,2
6.58,5,0,0,0,4.42,0,0,0,0,0,4.89,0,0,0,0,0,0,50,1,1,4,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,1,1,4,2,2
2.55,3.39,180,4,6.68,12.71,0,0,0,2.84,6.65,5.16,0,0,0,0,0,26.06,47,1,2,1,1,1
0,9.79,0,6.98,10.25,35.3,0,5.69,0,4.58,0,25.38,0,0,0,0,0,30.48,47,1,2,1,1,1
1,3.33,9.82,5.91,2.21,0,0,3.98,20.12,18.94,3.88,7.16,0,36.62,16.05,0,0,28.91,62,1,2,1,1,2
7.46,7.29,8.48,8.78,0,0,0,5.36,0,7.92,0,5.36,0,42.38,2.55,7.18,0,21.13,62,1,2,1,1,2
0,3.26,0,0,0,0.74,0,3.79,0,5.5,0,0,0,0,0,35.73,31.89,24.75,46,1,2,3,1,2
3.31,22.35,83.04,35.86,18.25,33.12,0,11.55,16.24,47.26,12.67,102.8,28.95,0,3.24,33.06,45.81,0,46,1,2,3,1,2
7.50049,13.02437,17.91491,8.82414,5.20869,1.58722,7.10078,5.66305,4.08826,11.77848,8.54642,8.7632,0,0,0,0,0,0,36,1,2,5,1,2
7.20211,16.19973,13.96021,8.01925,2.76356,8.67628,3.61891,7.56245,8.43178,6.59056,4.54523,12.42993,0,0,0,0,0,0,36,1,2,5,1,2
0.96,1.25,19.05,10.35,1.25,13.11,0,0,0,5.21,0,15.89,0,0,0,0,0,0,25,1,4,5,1,1
4.09,0,6.5,0,0,2,0,2.99,2.7,0,0,16.17,0,0,0,0,0,10.89,25,1,4,5,1,1
0,0,1.62,0,0,5.51,0,2.69,0.99,0,0,18.51,19.28,24.2,8.67,0,6.99,2.15,58,1,2,5,1,2
0,0,0,0,0,0,0,0,0,0,0,6.98,0,0,0,0,8.68,0,58,1,2,5,1,2
0.99,2.99,0,1.99,0,0,0,0,0,7.6,0,2.99,0,0,0,0,0,0,67,1,2,1,1,2
0,0,10.47,3.99,0,4.28,0,0,0,0,0,0,0,0,0,0,0,0,67,1,2,1,1,2
0,3.99,14.62,11.4,13.73,10.05,0,0,0,16.19,0,23.01,0,0,0,53.12,0,0,67,1,1,4,1,2
2.69,4.98,0,12.16,15.76,1.79,0,3.29,0,6.26,0,45.61,39.56,0,8.08,48.7,0,5.44,67,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,4,2,1,2
29.88893,51.7284,92.40246,38.09129,23.77595,13.64991,8.35706,19.87165,17.18051,69.06887,34.56099,101.42398,0,0,0,0,0,0,58,1,4,2,1,2
0,0,0,14.73,9.67,0,0,0,0,4.99,0,2.59,0,0,0,44.44,0,0,88,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,10.5,0,0,0,0,0,88,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,35.29,40,1,2,1,1,2
2.49,2,16.53,10.37,16.23,5.45,0,10.06,1.5,0,0,32.47,0,0,4.78,0,80.23,4.16,40,1,2,1,1,2
2.24,7.63,9.07,15.36,6.1,0,3.06,0,1.03,43.55,0,114.22,0,53.49,193.07,15.67,14.97,44.02,51,1,2,1,1,2
0,2.05,5.11,20.26,6.75,0,0,0,0,43.63,0,43.54,0,92.22,26.63,3.67,52.94,10.53,51,1,2,1,1,2
0,0,31.67,6.18,5.78,0,6.07,0,0,13.82001,0,6.94,0,0,5.67,10.97,16.62973,1.6,71,1,2,1,1,2
1.33,1.84,0,4.52,0,1.95,0,1.72,1.03,4.72,2.66,9.67,0,0,5.67,14.62,4,5.31,71,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,115.86,0,149.8,0,54,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.49,22,1,1,4,1,2
0,8.74,2.29,0,0,0,0,0,0,4.27,1,9.29,0,0,0,4.29,1,19.28,22,1,1,4,1,2
0,7.69,0,13.85,2.05,2.99,0,0,4.25,0,0,4.49,0,0,0,0,3.34,0,54,2,1,4,1,2
0,4.99,5.49,3.58,3.99,0.99,0,0,0,0,0,10.53,0,0,0,0,0,1.35,54,2,1,4,1,2
3.99,13.04,24.76,5.68,2.86,3.57,4.89,0,0,5.65,0,13.87,8.99,0,0,6.28,0,0,28,2,2,5,1,1
3.99,5.57,32.84,12.18,17.29,0.81,3.99,0,1,5.05,22.48,17.65,9.99,0,0,14.44,0,0,28,2,2,5,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2,2,1,1,2
0.59,5.28,0,19.54,4.99,10.52,1.89,0.99,0,8.15,8.49,14.87,0,0,0,0,75.9609,59.29637,77,1,2,1,1,2
0,1.99,0,4.38,0,2.99,2.99,0,0,0,0,13.46,0,0,0,0,0,0,77,1,2,1,1,2
6.19,0,0,6.18,0,0,0,0,9.66,0,0,0,0,0,0,146.71,0,0,40,1,2,5,4,2
3.99,29.85,25.38,7.47,0,34.98,0,0,7.98,5.39,1.99,23.73,0,0,0,58.22,3.99,0,40,1,2,5,4,2
44.58,31.35,44.39,9.18,18.8225,8.28,2.99,0,8.78,24.84,3.79,57.3075,0,0,0,74.58,5.96,32.23,40,1,1,4,2,2
0,16.23,0,4.61,1.12,1.55,2.99,0,2.99,42.34,3.82,62.5,0,0,0,3.86,0,22.29,40,1,1,4,2,2
5.39,12.77,47.58,3.38,18.36,19.18,4.83,5.99,0.99,6.22,5.39,23.32,0,0,0,0,0,9.52,28,1,3,2,1,2
4.78,4.49,71.27,8.27,4.88,14.23,0,1.69,0,0,4.17,32.22,0,0,0,8.79,6.35,14.3,28,1,3,2,1,2
3.48,3.56,4.64,6.52,0,0,0.95009,5.26991,1.98,14.37,0,16.46,0,0,4.88,4.5,0,6.34,37,1,5,2,1,2
0,9.88,74.36,18.44,7.34,0,0,4.49,0,3.06,0,9.98,0,0,0,2.64,0,0,37,1,5,2,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,1,4,1,2
8,0,22.82,8.5,6.16,1.04,0,5.56,1.5,2.55,0,36.15,0,0,39.59,16.02,0,26.29,29,1,2,1,1,2
4.19,4.99,23.9,14.28,8.14,1.67,0,13.66142,0,9.62,0,25.05,5.52858,0,0,5.34,39.48,21.65,29,1,2,1,1,2
8.93747,25.79245,40.77115,19.96163,16.32737,12.41098,9.87831,7.56183,10.51217,5.7347,0,22.89197,0,0,72.08,0,0,0,58,1,1,4,6,2
6.53196,33.49241,10.6013,14.59526,18.02923,8.79729,6.17519,22.20311,2.90951,34.52572,4.87088,57.39815,0,0,40,17.17,0,0,58,1,1,4,6,2
82.12,21.33,74.92,60.24355,16.96,15.29,13.26,8.56,6.78,10.34,23.75519,125.51126,6.5,0,2.28,11.84,1.52009,172.16,34,1,6,2,6,2
31.98,2.78,0,23.37,3.36,3.2,0,0,9,0,0,11.98,10,0,0,6.3,0,7.6,34,1,6,2,6,2
15.23526,7.5874,28.19974,26.91438,23.08044,3.43675,0,12.86105,5.458,14.02523,10.22696,22.66479,0,0,0,0,0,24.61947,54,2,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5378,6.92561,54,2,2,1,1,2
12.47927,25.94,0,18.82418,17.16582,7.84,0,12.20627,1.5,1.07,1,31.89446,10.69,0,0,4.47,3.49,21.67,35,1,4,2,1,2
7.76,12.46,0,27.42448,11.22,19.19199,20.08552,5.18,5.68,14.58801,4.19,25.61,16.89,0,1.79,10.68,0,33.75,35,1,4,2,1,2
0,8.27,0,0,14.36,0,2.5,0,0,5.79,0,9.2,0,0,0,0,0,0,88,1,1,4,1,2
0,2.99,17.27,0,0,0,0,0,0,0,0,1.75,0,0,0,0,0,0,88,1,1,4,1,2
0,0,0,0,0,0,0,0,5.35,0,0,4.82,0,0,0,2.14,0,7.49,28,1,2,5,1,2
0,8.17,8,7.714,7.20846,1.81964,0,0,7.4779,7.69,0.9,0,0,0,0,3.19,0,4.22,28,1,2,5,1,2
38.16,11.31,23.66,10.71,35.4,34.97,0,0,7.68,46.44,0,94.16,0,0,0,0,0,33.01,37,1,5,2,1,2
0,10.79,0,10.49,35.09,9.06,7.21,0,19.99,7.99,6.56,53.86,0,0,0,29.7,0,88.41,37,1,5,2,1,2
0,1.99,17.44,4,2.99,1.58,0,0,0,0,0,3.99,0,0,0,0,0,0,49,1,1,4,1,2
1.54,3.49,36.52,10.05,1.34,5.41,7.49,1.92,0.86,1.16,0,25.91,0,0,0,0,0,14.51,49,1,1,4,1,2
0,11.14,0,10.89,0,4.30806,0,0,18.65,5.5,4.58,10.69194,0,0,7.57,12.32,55.69,35.6555,61,1,2,1,1,2
0,24.75,1.85,1.66,1.07,1.79,0,5.92,0,11.54,0,15.04,0,0,0,9.85,0,0,61,1,2,1,1,2
3.68,4.29,0,6.16,1.77,0,0,0,1.48,16,0,7.94,58.44,75.09,0,0,6.39,8.43,71,2,2,1,3,2
4.73,1.99,12.38,11.71,7.72,10.39,0,0.98,0,0,6.63,3.39,22.98,75.09,0,0,2.29,3.29,71,2,2,1,3,2
18.60489,19.09107,53.27496,21.05507,6.94339,10.17608,3.75043,13.8413,7.71017,16.32389,0,30.22875,0,0,0,0,0,0,24,1,3,2,1,1
3.65981,12.46768,28.80688,16.93053,7.02914,10.21761,3.79675,13.63839,3.16569,26.32223,4.71056,30.25473,0,0,0,0,0,0,24,1,3,2,1,1
0,5.63672,7.75585,7.65893,3.12857,1.64745,0,5.25428,0,0,0,17.2582,0,0,0,0,74.96,48.29,48,1,1,4,1,2
3.39625,10.21382,15.13628,7.77161,4.97802,6.98461,2.52,3.0065,5.42333,2.66,5.05473,3.99484,0,0,0,0,7.5,0,48,1,1,4,1,2
2,21.23,9.58,8.75,4.7,4.69,0,3.77,3.39,13.6,1.99,21.83,31.36,0,0,1.08,0,12.04028,64,1,5,2,1,2
11.6,14.05,3,6.37,0,1.96,0,4.65,22.53,6.84,0,15.61,0,0,19.84,0,12.95,18.92,64,1,5,2,1,2
21.55,25.25,23.95,31.21,26.43,22.99,8.68,0,6.48,10.36,0,25.44,0,0,8.99,0,29.97,3.21,53,1,3,2,1,2
19.65,16.45,7.78,7.87,20.67,11,8.68187,11.36813,14.98,4.89,5.99,66.26,0,0,0,0,0,8.16,53,1,3,2,1,2
13.04,11.89,0,0,11.23,1.15,27.07,0,6.04,0,0,131.15,0,0,0,0,0,4.31559,52,1,2,5,2,2
0,9.97,17.69,30.31,16.54,7.3,11.18,6,1.79,38.34,0,27.12,0,0,0,0,0,8.66,52,1,2,5,2,2
5.45,13.07,81.01001,64.63,27.79301,37.47699,0,0,4.99,6.16,34.29,134.51,4,0,0,7.2,104.89,88.32,48,1,4,2,1,2
0,30.96,5.99,0,15.82,27.49,0,0,0,0,8.38,47.27,24.99,0,0,51.5,0,4.11,48,1,4,2,1,2
6.88,0.79,22.97,10.84,4.28,1.68,0.99,3.99,1.99,12.43,6.58,7.58,0,0,10.29,0,0,12.41,21,1,4,5,1,1
5.29,7.68,37.96,5.86,2.69,0,1.80886,17.87114,1,3.56,4.99,3.89,0,0,11,0,0,0,21,1,4,5,1,1
0,0,0,0,1.23,0,5.29,0,0,8.58,0,14.49,0,0,0,8.77,0,0,28,1,1,4,1,2
4.23099,0,14.6616,0,0,0,4.3893,5.86686,0,0,0,7.87126,0,0,0,0,0,0,28,1,1,4,1,2
8.44545,17.93762,80.62805,24.76489,16.81426,16.58966,4.39914,17.08869,10.98373,32.59301,0,39.75551,0,0,9.68239,0,0,35.37101,49,1,5,2,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,1,5,2,1,1
0,0,2.61,0,0,0,0,0,0,19.02,0,0,0,0,0,0,0,14.84,52,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,1,1,4,1,2
0,0,0,0,15.66,7.99,0,0,23.98,0,0,74.97,0,0,0,0,0,0,53,1,3,3,4,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.96,53,1,3,3,4,2
8.27,8.77,18.83,10.16007,0,3.84,0,9.64993,0,15.7,5.48,28.83,12,0,0,0,27.74183,3.59,30,1,2,1,1,2
16.38,0,12.48,0,0,0,3.5,5.18,9.99,2.46,0,3.49,0,0,0,0,48.95174,31.57,30,1,2,1,1,2
10.65,10.48,9,28.94,32.12,6.95,0,0,0,18.97,27.98,6.49,10.86,0,0,0,36.98,120.46,64,1,2,1,1,2
2.39,2.79,23.27,0,22.37,15.37,0,0,2.58,33.58,3.99,3.98,10.86,0,0,6.51,9.99,9.45,64,1,2,1,1,2
0,0,0,0,16.30491,16.11509,0,0,0,0,0,0,0,0,0,0,0,0,37,1,4,2,1,2
16.08,5.85,16.52,59.18,55.05,0,12.59,0,9.68,11.45,0,67.59,0,0,82.61,23.15,10.71,54.39993,37,1,4,2,1,2
11.93,9.47,64.97,46.87,26.87,2,0,11.94,0,12.91,5.19,43.21,0,0,0,0,0,12.6,33,1,3,2,1,2
0,8.36,0,11,3.34,2.35,0,0,6.78,3.21,0,16.29,0,8.28306,0,64.80497,87.75121,25.64,33,1,3,2,1,2
4.09,11.85,78.46,12.86,1.68,17.81,1.19,10.28,3.18,5.93,2.28,34.15,0,0,0,3.3,0,6.47,54,1,1,4,1,2
1.99,0.89,30.98,0,0.96,1.1,0,0,2.98,2.08,6.14,16.09,0,0,0,0,0,1.65,54,1,1,4,1,2
9.47,5.98,26.99,7.67,28.77975,24.80025,1.70331,2.27669,0,5.4,0,2.49,0,0,0,0,0,7.73,48,1,6,2,4,2
7.96,6.49,13.19,6.18,3.99,6.98,3.40662,4.55338,3,5.4,5.99,8.45,0,0,0,1.38144,11.98,13.76856,48,1,6,2,4,2
0.67,11.21,0.83,13.4,21.13,22.09,3.49,2,7.6,21.92,5.47,7.94,0,0,14.5,10.58,0,21.51,66,1,2,1,1,2
3.25,6.27,2.82,13.97,24.35,3.99,6.45,4.98,1,24.23,0,12.24,0,0,0,14.15,0,8.26,66,1,2,1,1,2
8.52,2.61,27.48,16.96,16.83,11.78,0,0,4.37,51.36,4.89,49.77,0,0,0,7.05,31.68,17.44,41,1,4,2,1,2
0,20.64,17.46,18.45,17.71,7.97,8.84,19.16,1.05,7.6,8.3,21.79,0,0,8.81,223.97964,14.42,82.03903,41,1,4,2,1,2
0,4.46,18.95,3.83,0,13.17,0,2.07,0,5.19,0,8.56,84.87,0,0,0,0,21.55,58,1,2,1,1,2
0.67,9.68,44.56,2.38,0,4.46,10.4,3.29,0,13.49,0,27.53,101.55,0,0,109,12.25,39.12,58,1,2,1,1,2
13.49,0,19.15,22.18085,80.4996,14.13,0,2.99,21.83511,1.99,0,91.84047,49.50397,0,0,0,0,0,35,2,3,2,1,2
5.28,19.46,51.909,57.15,22.73,20.9,18,5,10.16,16.09,0,138.751,0,0,0,10.99,20.14275,6.86,35,2,3,2,1,2
0,0,0,6.74,11.85,4.55,0,0,0,0,0,0,0,0,0,0,0,0,44,1,3,5,2,2
0,0,0,0,1.73,14.27,0,0,0,0,0,0,0,0,0,0,7.58,0,44,1,3,5,2,2
0,1.88,26.95,11.17,16.6,11.63,0,0,2.98,9.08,3.44,5.87,0,0,0,0,0,6.26,78,1,2,1,1,2
0,7.14,17.04,11.92,10.67,11.16,0,0,2.24,0,10.45,0,0,0,0,0,0,0,78,1,2,1,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,1,4,2,2
12.49,0,4.17,0,0,0,0,0,0,5.79,0,23.74,7.65,0,0,0,0,0.33,23,1,1,4,2,2
10.22585,10.34374,21.98782,18.77846,6.07523,10.58751,3.90206,9.24608,0,23.64499,5.50116,38.27708,0,23.35,0,0,1.63198,12.76,68,1,2,1,1,2
8.16069,23.39421,23.76239,20.43492,13.91259,5.65799,6.06333,8.62502,7.48308,13.22063,5.13166,27.19347,0,23.27,0,0,85.93216,0,68,1,2,1,1,2
4.89,0,19.47,10.53,9.08,8.8,0,3.91,0,12.21,8.43,21.89,0,0,0,0,0,14.92,28,1,1,4,1,1
0,5.32,39.84,0,4.17,11.17,3.4,0,0,2.58,0,16.64,0,0,30.24,0,0,5.31,28,1,1,4,1,1
0,1.19,10.99,7.38,1,0,2.99,0,0,4.67,0,5.25,0,0,0,27.72,0,20.28,57,1,1,4,1,1
0,4.88,7.65,13.72,2,0,1.06992,4.43008,1.99,24.53,0,12.12,0,0,0,0,22.46,10.87,57,1,1,4,1,1
17.0923,52.16675,72.4932,27.1644,32.431,20.22369,21.69123,24.40234,7.58896,86.53625,13.65429,144.91554,0,0,0,0,0,0,66,1,1,4,1,2
9.67008,23.17615,31.40682,19.67277,13.01415,15.66388,13.13581,18.0934,3.07667,15.87333,4.5781,127.68884,0,0,0,0,0,0,66,1,1,4,1,2
9.67,2.61,60.56999,19.25,11.77,75.92,10.91,16.17,15.63,0,9.88,84.6,0,0,21.92,10.94,10.81,8.61,49,1,3,2,1,2
12.5,10.46,46.61,21.35,19.51,18.48,0,0,7.82,26.88,0,35.33,0,0,0,0,49.29,14.94,49,1,3,2,1,2
0,0,0,0,10.98,2.49,0,0,0,0,0,0,0,0,15.49,0,0,0,54,1,4,2,1,2
3.99,0,3.5,4.94,0,0,2.79,0,0,8.69,3.49,0,0,0,0,0,0,5.97,44,1,2,3,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.12,16.99,0,44,1,2,3,1,1
3.49,16.6,22.53,8.99,1.79,1.89,0,1.65,0,12.04,0,27.42,34.13,0,7.96545,15.01,78.07891,26.48008,33,1,5,2,1,2
0,5.15,0,3.56,9.99,0,0,0,10.79,0,0,6.77,46.83,0,0,0,0,10.2,33,1,5,2,1,2
15.63,7.04,23.97,29.67,1.05,4.35,0,0,0,35.52,2.99,2.86,0,0,0,0,0,0.55,40,1,5,3,1,1
11.58,2.30557,25.18,8.07,1.5337,6.03,0,2.71073,2.19,6.52,15.96,8.5,0,0,0,0,0,0,40,1,5,3,1,1
5.99,0,23.95,2.99,0,0,0,0,0,0,0,0,4.13381,0,55.68,0,0,0.99,80,2,2,1,1,2
0,0,0,23.25,0,3.42,0,0,0,0,0,2.89,0,0,0,0,0,0,80,2,2,1,1,2
11.76,31.89,42.85,2.98,1.79,0,3.88,3.17,7.09,15.59,0,40.81,0,60.9,15,0,2.12,0,61,1,1,4,1,2
0,0,5.64,3.98,1.79,0,0,0,9.48,14.14,0,31.94,0,103.94,0,5.82,0,3.79475,61,1,1,4,1,2
0,4.55,225,5.15,0,0,0,0,5.15,16.09,0,0,0,0,0,0,0,0,27,2,4,2,1,2
3.16,11.95,8.97,16.74,6.96,8.08,12.56,4.36,9.98,7.26,13.53,17.27,0,0,166.21,0,27.54,16.61,27,2,4,2,1,2
0,22.41,110.11001,0,4.05,5.61,0,6.72,10.15,23.42,0,20.98,339.53,0,0,21.03737,0,30.76051,54,1,2,5,1,2
0,0,59.5,0,0,0,0,0,0,37.73,0,56.1,0,0,0,0,0,58.8,54,1,2,5,1,2
0,0,0,5.86,16.8,6.48,0,2,1.48,37.43,9.74,38.14,6.5,0,25.94,3.18,0,7.96,69,1,2,1,1,2
6.296,16.02858,74.51,16.25,55.93,1.23935,0,4.69607,1,28.44,5.99,21.06,13,0,12.92,5.85,0,40.06,69,1,2,1,1,2
17.31,33.63,0,30.13,11.82,7.11,0,16.71,9.17,44.79,0,12.88,0,0,0,16.02,0,74.89,51,1,3,2,4,2
29.58,5.58,0,50.7,4.84,20.5,0,4.04,0,0,0,11.78,10.99,0,0,0,0,0,51,1,3,2,4,2
0,10.48,5.21,21.18,9.78,17.95,2.09,5.86,0,10.79,0,11.99,85.78501,0,0,0.82,0,0,73,1,1,4,1,2
0,5.75,3.66,4.91,2.29,19.94,0,0,0,0,3.66,18.45,11.71072,0,0,4.38,0,17.52,73,1,1,4,1,2
67.69499,17.60962,74.88521,63.03194,19.46529,20.21042,18.13983,8.0266,10.84711,28.19452,1,106.24446,0,0,0,0,0,2.65,44,1,7,2,2,2
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6.36,0,7.69,44,1,7,2,2,2
0,11.51,37.51,45.57,4.26,11.72,5.09,0,0,3.56,0,25.37,14.96,0,0,0,5.87081,13.42245,80,1,1,4,1,2
3.05,32.82,7.13,25.01,6.61,1.9,0,0,0,13.85,0,5.34,20.25,0,3.06,0,0,0,80,1,1,4,1,2
3.28,3.38,17.78,19.46,23.51613,13.98386,2.48,8.1,0,5.41,0,7.24,0,0,0,0,0,0,23,1,6,5,1,1
13.05,17.34,8.65,38.23,12.77,19.08,2.48,1.12,0,0.96,3.49,18.61,0,0,0,8.62,0,18.68,23,1,6,5,1,1
2.29,0,60.39,2.87,0,2.67,0,5.56,3.19,24.42,7.29,0.99,0,42.25,0,0,0,8.56,46,1,2,1,2,2
0,5.78,131.45,5.79,3.15,0,0,5.3183,0,13.99,11.67,12.4117,0,98.8,0,16.76,6.69382,16,46,1,2,1,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,39.6702,0,8.71923,0,14.39161,30,1,2,1,1,2
0,0,14.02792,3.24215,2.37475,0,0,0,3.86001,10.77504,3.64013,0,0,0,0,0,11.54643,20.57599,30,1,2,1,1,2
3.09,17.95,8.68,5.98,0,0,3.39,0,11.93,9.98,0,21.91,0,0,0.6,2.49,0,0,80,1,1,4,1,2
0,3.99,19.98,2.79,0,0,5.68,0,0,2.5,0,0,0,0,0.6,0,0,0,80,1,1,4,1,2
0,7.29,13.49,23.45,8.4548,2.43354,4.15025,13.6214,0,3.49,0,0,0,0,10,19.25,0,15.99,35,2,2,3,1,2
0,3.49,0,6.96744,19.15197,22.85102,0,10.78734,0,2.96223,0,27.13783,22.1,0,6.09217,0,0,0,35,2,2,3,1,2
10.81,3.29,12.36,4.75,7.68,7.31,2.33,0,0,2.72,0,34.79,0,0,0,84.55,6.49,36.47,45,1,4,2,1,1
2.67,2.99,25.17,10.8,20.15,9.74,10.2,0.99,0,10.98,0,24.67,2.16,0,0,57.61,23.98,71.7,45,1,4,2,1,1
0,0,0,0,0,0,0,0,1.99,3.5,0,0,0,0,0,0,12.99,0,17,1,1,4,1,2
0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,0,0,0,0,17,1,1,4,1,2
3.03912,9.43808,31.4,12.61676,8.13448,10.58943,3.15284,11.15505,0,59.66399,4.45121,11.89906,0,0,7.85465,7.283,0,5.76613,29,1,1,4,1,1
12.02598,33.24448,32.12555,24.76937,13.63029,15.50275,9.93149,28.88478,13.6005,36.47345,13.5577,43.75366,0,5.74092,0,33.41011,22.63737,49.30766,29,1,1,4,1,1
0,3.14,22.99,7.83,0,0,0,0,0,8.36,3.4,8.36,0,0,156.75,0,0,0,60,1,2,5,1,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,2,5,1,1
0,9.96,0,1.19,0,0,0.85593,6.39407,2.99,12.66,0,8.68,0,0,0,0,9.99,0,69,1,1,4,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,211.13,0,0,0,0,69,1,1,4,1,2
0,11.37,50.33999,29.85,17.21,22.79,0,9.57,0,15.4,6.68,24.64,0,23.37,0,0,0,4.24,76,1,2,1,1,2
1.54,25.99,60.32,5.99,21.29,37.83,0,6.24,5.19,2.95,5.91,9.96,0,47.12,0,0,0,0,76,1,2,1,1,2
3.69,10.37,0,0,0,0,9.39816,12.56184,5.95,0,0,10.69,0,0,25.05,10.42842,0,7.51158,76,1,1,4,1,2
0,3.79,6.87,9.48,0,0,6.58,0,7.14,0,0,280.03,0,0,115.24,0,14.37,0,76,1,1,4,1,2
10.1,2.56,12.46,6.3052,8.44008,3.6,0,2,6.38,19.41025,3.88,49.27,4,0,4.68447,9.6,40.69788,13.85,26,1,2,1,1,2
